uf,codigo_municipio,municipio,taxa_aprovacao_2023,indicador_rendimento_2023,nota_matematica_2023,nota_portugues_2023,nota_media_2023,ideb_2023
MG,3117603,Conceição do Pará,93.7,0.932107,263.02,261.44,5.407667,5.0
MG,3117702,Conceição do Rio Verde,92.8,0.926715,242.34,246.86,4.82,4.5
MG,3117801,Conceição dos Ouros,95.9,0.960105,257.57,252.21,5.163,5.0
MG,3117836,Cônego Marinho,96.2,0.961487,238.56,243.87,4.707167,4.5
MG,3117876,Confins,92.3,0.91833,254.29,266.16,5.340833,4.9
MG,3117900,Congonhal,98.1,0.981189,245.02,244.93,4.8325,4.7
MG,3118007,Congonhas,86.2,0.86315,255.18,258.65,5.2305,4.5
MG,3118106,Congonhas do Norte,97.3,0.974272,230.18,227.36,4.292333,4.2
MG,3118205,Conquista,87.6,0.879563,251.79,252.66,5.074167,4.5
MG,3118304,Conselheiro Lafaiete,86.3,0.862505,274.09,276.12,5.836833,5.0
MG,3118403,Conselheiro Pena,88.6,0.886075,238.3,245.37,4.727833,4.2
MG,3118502,Consolação,94.2,0.944595,254.77,263.18,5.299167,5.0
MG,3118601,Contagem,93.0,0.929378,248.02,252.17,5.003167,4.6
MG,3118700,Coqueiral,84.1,0.840816,260.98,263.32,5.405,4.5
MG,3118809,Coração de Jesus,98.3,0.982443,239.62,239.97,4.659833,4.6
MG,3118908,Cordisburgo,97.5,0.974566,243.85,243.96,4.796833,4.7
MG,3119005,Cordislândia,92.1,0.920385,234.07,232.14,4.436833,4.1
MG,3119104,Corinto,97.0,0.97009,243.3,242.38,4.761333,4.6
MG,3119203,Coroaci,86.8,0.867709,260.27,259.5,5.3295,4.6
MG,3119302,Coromandel,98.8,0.988719,257.06,260.76,5.297,5.2
MG,3119401,Coronel Fabriciano,94.3,0.943171,260.6,257.79,5.3065,5.0
MG,3119500,Coronel Murta,98.4,0.985632,241.63,233.23,4.581,4.5
MG,3119609,Coronel Pacheco,84.5,0.836021,241.34,254.34,4.928,4.1
MG,3119708,Coronel Xavier Chaves,90.2,0.898708,273.59,266.23,5.663667,5.1
MG,3119807,Córrego Danta,99.1,0.989691,268.77,261.0,5.496167,5.4
MG,3119906,Córrego do Bom Jesus,100.0,1.0,278.25,283.52,6.0295,6.0
MG,3119955,Córrego Fundo,98.1,0.979602,246.7,245.59,4.8715,4.8
MG,3120003,Córrego Novo,95.3,0.954399,250.58,255.41,5.099833,4.9
MG,3120102,Couto de Magalhães de Minas,98.7,0.986502,239.24,237.42,4.611,4.5
MG,3120151,Crisólita,94.1,0.939176,234.08,233.02,4.451667,4.2
MG,3120201,Cristais,97.2,0.970617,251.96,249.87,5.0305,4.9
MG,3120300,Cristália,94.7,0.942416,208.37,212.94,3.6885,3.5
MG,3120409,Cristiano Otoni,81.4,0.809611,263.67,262.55,5.437,4.4
MG,3120508,Cristina,89.6,0.891353,234.52,238.52,4.550667,4.1
MG,3120607,Crucilândia,95.9,0.958438,256.77,254.93,5.195,5.0
MG,3120706,Cruzeiro da Fortaleza,96.7,0.96759,268.88,254.22,5.385,5.2
MG,3120805,Cruzília,97.3,0.973586,253.61,256.18,5.163167,5.0
MG,3120839,Cuparaque,94.8,0.946535,257.32,256.84,5.236,5.0
MG,3120870,Curral de Dentro,94.1,0.938616,232.93,233.76,4.444833,4.2
MG,3120904,Curvelo,91.7,0.915045,253.71,256.06,5.162833,4.7
MG,3121001,Datas,96.9,0.968783,255.29,250.89,5.103,4.9
MG,3121100,Delfim Moreira,99.5,0.994408,267.31,262.94,5.504167,5.5
MG,3121209,Delfinópolis,92.3,0.924621,236.7,233.6,4.505,4.2
MG,3121258,Delta,89.7,0.896404,250.21,251.71,5.032,4.5
MG,3121308,Descoberto,88.5,0.886092,270.01,267.91,5.632,5.0
MG,3121407,Desterro de Entre Rios,87.5,0.874315,260.77,266.66,5.457167,4.8
MG,3121506,Desterro do Melo,81.6,0.808101,287.23,277.62,6.080833,4.9
MG,3121605,Diamantina,92.3,0.922935,236.83,239.74,4.6095,4.3
MG,3121704,Diogo de Vasconcelos,93.3,0.92812,250.21,239.95,4.836,4.5
MG,3121803,Dionísio,97.1,0.970258,258.92,264.3,5.387,5.2
MG,3121902,Divinésia,94.7,0.946591,275.26,258.18,5.557333,5.3
MG,3122009,Divino,89.9,0.895573,235.74,237.13,4.547833,4.1
MG,3122108,Divino das Laranjeiras,97.0,0.969528,249.53,252.22,5.029167,4.9
MG,3122207,Divinolândia de Minas,76.7,0.748591,,,,
MG,3122306,Divinópolis,97.0,0.970217,261.86,264.69,5.4425,5.3
MG,3122355,Divisa Alegre,94.3,0.944872,237.15,239.69,4.614,4.4
MG,3122405,Divisa Nova,97.4,0.974362,251.86,264.66,5.275333,5.1
MG,3122454,Divisópolis,90.6,0.903679,251.92,243.94,4.931,4.5
MG,3122470,Dom Bosco,97.3,0.972797,241.63,245.66,4.788167,4.7
MG,3122504,Dom Cavati,88.5,0.864859,237.01,249.43,4.774,4.1
MG,3122603,Dom Joaquim,93.1,0.931155,242.13,247.14,4.821167,4.5
MG,3122702,Dom Silvério,92.9,0.928201,274.49,270.96,5.7575,5.3
MG,3122801,Dom Viçoso,96.9,0.966435,272.3,274.64,5.782333,5.6
MG,3122900,Dona Euzébia,94.5,0.945967,269.21,270.6,5.6635,5.4
MG,3123007,Dores de Campos,80.1,0.798284,236.6,252.19,4.813167,3.8
MG,3123106,Dores de Guanhães,96.2,0.962771,233.18,236.67,4.4975,4.3
MG,3123205,Dores do Indaiá,89.8,0.895273,255.81,252.84,5.144167,4.6
MG,3123304,Dores do Turvo,95.2,0.953334,271.26,263.98,5.587333,5.3
MG,3123403,Doresópolis,98.7,0.988357,241.94,245.49,4.7905,4.7
MG,3123502,Douradoquara,100.0,1.0,259.04,258.67,5.295167,5.3
MG,3123528,Durandé,96.2,0.960713,244.44,253.17,4.960167,4.8
MG,3123601,Elói Mendes,85.8,0.858162,252.15,258.77,5.182,4.4
MG,3123700,Engenheiro Caldas,85.3,0.852155,246.9,243.65,4.8425,4.1
MG,3123809,Engenheiro Navarro,87.7,0.870927,229.63,234.75,4.406333,3.8
MG,3123858,Entre Folhas,91.8,0.92086,284.4,278.3,6.045,5.6
MG,3123908,Entre Rios de Minas,92.6,0.926973,274.79,276.68,5.857833,5.4
MG,3124005,Ervália,98.0,0.979483,254.11,255.99,5.168333,5.1
MG,3124104,Esmeraldas,91.0,0.910037,237.62,244.33,4.699167,4.3
MG,3124203,Espera Feliz,84.9,0.845176,250.0,263.55,5.225833,4.4
MG,3124302,Espinosa,99.3,0.992222,259.9,260.57,5.341167,5.3
MG,3124401,Espírito Santo do Dourado,99.3,0.993457,235.52,239.56,4.584667,4.6
MG,3124500,Estiva,95.8,0.957614,254.76,257.68,5.207333,5.0
MG,3124609,Estrela Dalva,92.9,0.928258,244.11,239.34,4.724167,4.4
MG,3124708,Estrela do Indaiá,94.6,0.937222,237.73,244.42,4.7025,4.4
MG,3124807,Estrela do Sul,99.6,0.996207,250.65,253.5,5.069167,5.0
MG,3124906,Eugenópolis,93.7,0.937453,234.19,244.55,4.645667,4.4
MG,3125002,Ewbank da Câmara,87.4,0.86717,242.91,250.93,4.897333,4.2
MG,3125101,Extrema,95.3,0.954095,261.85,256.52,5.306167,5.1
MG,3125200,Fama,89.1,0.890597,249.92,267.55,5.291167,4.7
MG,3125309,Faria Lemos,81.7,0.807025,230.73,234.89,4.427,3.6
MG,3125408,Felício dos Santos,86.7,0.861826,238.16,240.02,4.636333,4.0
MG,3125507,São Gonçalo do Rio Preto,95.5,0.952549,269.02,255.71,5.412167,5.2
MG,3125606,Felisburgo,90.9,0.907724,235.12,235.99,4.5185,4.1
MG,3125705,Felixlândia,80.4,0.80051,253.27,248.25,5.025333,4.0
MG,3125804,Fernandes Tourinho,79.5,0.798267,,,,
MG,3125903,Ferros,98.4,0.984871,225.95,227.22,4.2195,4.2
MG,3125952,Fervedouro,84.2,0.842347,255.14,257.02,5.202667,4.4
MG,3126000,Florestal,94.1,0.938937,265.91,258.89,5.413333,5.1
MG,3126109,Formiga,97.0,0.969486,269.07,273.1,5.702833,5.5
MG,3126208,Formoso,96.2,0.961246,258.16,253.14,5.188333,5.0
MG,3126307,Fortaleza de Minas,96.2,0.963424,246.63,247.73,4.906,4.7
MG,3126406,Fortuna de Minas,95.1,0.947538,259.98,263.54,5.392,5.1
MG,3126505,Francisco Badaró,89.1,0.889536,279.38,280.58,5.999333,5.3
MG,3126604,Francisco Dumont,96.0,0.964673,218.57,226.27,4.080667,3.9
MG,3126703,Francisco Sá,96.2,0.962954,233.72,234.01,4.462167,4.3
MG,3126752,Franciscópolis,89.9,0.900656,230.9,237.59,4.474833,4.0
MG,3126802,Frei Gaspar,80.5,0.801133,237.04,238.92,4.599333,3.7
MG,3126901,Frei Inocêncio,81.0,0.808163,238.71,242.07,4.679667,3.8
MG,3126950,Frei Lagonegro,97.3,0.969375,253.28,255.66,5.149,5.0
MG,3127008,Fronteira,95.7,0.957404,240.43,240.63,4.684333,4.5
MG,3127057,Fronteira dos Vales,93.2,0.931083,,,,
MG,3127073,Fruta de Leite,96.9,0.969823,234.63,236.33,4.516,4.4
MG,3127107,Frutal,94.0,0.940218,239.57,242.93,4.708333,4.4
MG,3127206,Funilândia,98.0,0.980143,257.96,255.48,5.224,5.1
MG,3127305,Galiléia,94.1,0.939986,,,,
MG,3127339,Gameleiras,99.3,0.992066,219.68,226.12,4.096667,4.1
MG,3127354,Glaucilândia,97.0,0.966082,245.24,249.4,4.910667,4.7
MG,3127370,Goiabeira,85.6,0.85708,,,,
MG,3127388,Goianá,97.7,0.976812,250.26,270.34,5.343333,5.2
MG,3127404,Gonçalves,83.1,0.827516,256.75,266.71,5.391,4.5
MG,3127503,Gonzaga,94.3,0.942631,235.12,226.58,4.361667,4.1
MG,3127602,Gouveia,96.1,0.960888,268.35,268.4,5.6125,5.4
MG,3127701,Governador Valadares,91.5,0.915289,252.69,259.6,5.204833,4.8
MG,3127800,Grão Mogol,95.8,0.958436,234.95,235.87,4.513667,4.3
MG,3127909,Grupiara,93.7,0.924774,,,,
MG,3128006,Guanhães,95.8,0.956919,249.14,252.18,5.022,4.8
MG,3128105,Guapé,93.1,0.930807,259.99,269.0,5.483167,5.1
MG,3128204,Guaraciaba,96.2,0.961678,251.06,250.45,5.025167,4.8
MG,3128253,Guaraciama,99.6,0.996718,246.76,245.48,4.870667,4.9
MG,3128303,Guaranésia,94.6,0.944714,251.61,252.43,5.067333,4.8
MG,3128402,Guarani,96.9,0.968941,262.23,264.8,5.4505,5.3
MG,3128501,Guarará,97.0,0.96938,246.3,240.63,4.782167,4.6
MG,3128600,Guarda-Mor,93.3,0.929401,246.75,242.72,4.8245,4.5
MG,3128709,Guaxupé,93.5,0.934216,246.65,249.28,4.932167,4.6
MG,3128808,Guidoval,92.6,0.925348,271.9,276.21,5.801833,5.4
MG,3128907,Guimarânia,96.3,0.962791,249.54,265.48,5.250333,5.1
MG,3129004,Guiricema,96.7,0.966458,258.17,258.76,5.282167,5.1
MG,3129103,Gurinhatã,97.2,0.967587,240.91,243.07,4.733,4.6
MG,3129202,Heliodora,92.3,0.923571,245.3,239.91,4.7535,4.4
MG,3129301,Iapu,96.4,0.963239,243.02,241.66,4.744667,4.6
MG,3129400,Ibertioga,84.2,0.838384,234.45,237.1,4.525833,3.8
MG,3129509,Ibiá,84.3,0.840154,256.71,264.69,5.356667,4.5
MG,3129608,Ibiaí,87.7,0.874763,224.76,225.8,4.176,3.7
MG,3129657,Ibiracatu,99.1,0.990973,257.54,258.76,5.271667,5.2
MG,3129707,Ibiraci,92.6,0.925385,249.56,262.61,5.202833,4.8
MG,3129806,Ibirité,92.5,0.924904,241.34,248.74,4.834667,4.5
MG,3129905,Ibitiúra de Minas,99.4,0.994408,237.91,236.68,4.5765,4.6
MG,3130002,Ibituruna,94.2,0.936724,258.42,262.82,5.354,5.0
MG,3130051,Icaraí de Minas,97.3,0.973236,232.46,245.3,4.629333,4.5
MG,3130101,Igarapé,92.6,0.925705,246.54,251.74,4.971333,4.6
MG,3130200,Igaratinga,94.1,0.941785,261.18,264.03,5.420167,5.1
MG,3130309,Iguatama,90.5,0.902615,239.64,245.88,4.758667,4.3
MG,3130408,Ijaci,94.3,0.94313,250.18,253.46,5.060667,4.8
MG,3130507,Ilicínea,94.7,0.946901,277.33,277.6,5.9155,5.6
MG,3130556,Imbé de Minas,95.3,0.952674,243.27,245.37,4.810667,4.6
MG,3130606,Inconfidentes,96.2,0.959102,258.33,257.59,5.265333,5.0
MG,3130655,Indaiabira,98.4,0.98372,254.69,253.93,5.143667,5.1
MG,3130705,Indianópolis,84.4,0.859097,255.74,279.02,5.579333,4.8
MG,3130804,Ingaí,81.1,0.803734,251.1,259.24,5.172333,4.2
MG,3130903,Inhapim,97.4,0.973096,255.56,259.47,5.2505,5.1
MG,3131000,Inhaúma,83.0,0.830622,222.57,227.66,4.1705,3.5
MG,3131109,Inimutaba,84.2,0.843148,228.99,228.22,4.286833,3.6
MG,3131158,Ipaba,96.4,0.963545,242.4,252.97,4.922833,4.7
MG,3131208,Ipanema,99.9,0.998997,256.0,253.21,5.1535,5.1
MG,3131307,Ipatinga,94.5,0.944192,265.53,268.06,5.559833,5.2
MG,3131406,Ipiaçu,98.9,0.990221,230.58,244.06,4.577333,4.5
MG,3131505,Ipuiúna,92.2,0.919646,251.5,262.24,5.229,4.8
MG,3131604,Iraí de Minas,93.3,0.929511,250.47,255.59,5.101,4.7
MG,3131703,Itabira,89.1,0.890271,259.33,262.88,5.370167,4.8
MG,3131802,Itabirinha,89.3,0.892524,253.23,251.65,5.081333,4.5
MG,3131901,Itabirito,91.2,0.913482,271.78,272.81,5.743167,5.2
MG,3132008,Itacambira,99.5,0.994924,263.41,254.19,5.293333,5.3
MG,3132107,Itacarambi,91.7,0.91627,240.84,242.6,4.724,4.3
MG,3132206,Itaguara,97.3,0.973466,263.99,264.08,5.467833,5.3
MG,3132305,Itaipé,64.8,0.645979,224.63,228.53,4.219333,2.7
MG,3132404,Itajubá,93.3,0.932576,256.29,259.19,5.258,4.9
MG,3132503,Itamarandiba,94.4,0.944491,263.33,262.38,5.4285,5.1
MG,3132602,Itamarati de Minas,74.5,0.757041,246.87,253.86,5.012167,3.8
MG,3132701,Itambacuri,81.6,0.816133,225.62,229.29,4.2485,3.5
MG,3132800,Itambé do Mato Dentro,91.6,0.913088,253.54,250.99,5.0755,4.6
MG,3132909,Itamogi,99.0,0.989622,255.93,259.71,5.260667,5.2
MG,3133006,Itamonte,88.7,0.88799,248.09,244.41,4.875,4.3
MG,3133105,Itanhandu,97.9,0.97916,260.04,263.85,5.398167,5.3
MG,3133204,Itanhomi,87.5,0.873853,247.72,246.31,4.9005,4.3
MG,3133303,Itaobim,88.7,0.884615,229.96,237.14,4.451667,3.9
MG,3133402,Itapagipe,91.4,0.913796,248.13,252.82,5.015833,4.6
MG,3133501,Itapecerica,98.9,0.989165,258.1,256.65,5.245833,5.2
MG,3133600,Itapeva,89.7,0.897194,251.64,246.34,4.966333,4.5
MG,3133709,Itatiaiuçu,98.4,0.98365,254.96,252.43,5.123167,5.0
MG,3133758,Itaú de Minas,97.8,0.978338,277.71,270.39,5.801667,5.7
MG,3133808,Itaúna,96.0,0.960869,269.05,270.26,5.655167,5.4
MG,3133907,Itaverava,91.7,0.914924,256.63,250.38,5.116833,4.7
MG,3134004,Itinga,89.0,0.887711,226.2,228.8,4.25,3.8
MG,3134103,Itueta,93.6,0.938078,257.37,263.29,5.344333,5.0
MG,3134202,Ituiutaba,94.5,0.944869,245.83,250.86,4.944833,4.7
MG,3134301,Itumirim,88.3,0.882521,258.2,257.36,5.259333,4.6
MG,3134400,Iturama,93.0,0.929674,258.76,257.8,5.276,4.9
MG,3134509,Itutinga,90.3,0.90031,256.02,251.25,5.121167,4.6
MG,3134608,Jaboticatubas,97.4,0.973709,252.36,248.99,5.0225,4.9
MG,3134707,Jacinto,85.9,0.859205,223.86,229.21,4.217833,3.6
MG,3134806,Jacuí,93.8,0.93775,259.63,254.77,5.24,4.9
MG,3134905,Jacutinga,99.5,0.994217,261.06,258.68,5.329,5.3
MG,3135001,Jaguaraçu,83.6,0.831915,264.5,255.14,5.327333,4.4
MG,3135050,Jaíba,93.8,0.937774,222.51,230.33,4.214,4.0
MG,3135076,Jampruca,90.4,0.89904,,,,
MG,3135100,Janaúba,94.3,0.943424,245.11,243.17,4.804667,4.5
MG,3135209,Januária,93.4,0.933674,235.25,244.21,4.657667,4.3
MG,3135308,Japaraíba,97.0,0.969167,280.71,268.33,5.817333,5.6
MG,3135357,Japonvar,98.3,0.983343,238.59,242.43,4.683667,4.6
MG,3135407,Jeceaba,93.6,0.938544,287.61,280.29,6.131667,5.8
MG,3135456,Jenipapo de Minas,99.2,0.992183,232.08,222.43,4.241833,4.2
MG,3135506,Jequeri,93.2,0.929513,233.45,233.1,4.4425,4.1
MG,3135605,Jequitaí,92.8,0.926375,243.56,259.03,5.043167,4.7
MG,3135704,Jequitibá,95.6,0.958139,256.31,257.62,5.232167,5.0
MG,3135803,Jequitinhonha,93.7,0.93824,230.84,238.11,4.4825,4.2
MG,3135902,Jesuânia,90.8,0.903761,283.18,286.41,6.159833,5.6
MG,3136009,Joaíma,94.4,0.94288,241.66,246.5,4.802667,4.5
MG,3136108,Joanésia,96.9,0.971184,247.0,240.42,4.790333,4.7
MG,3136207,João Monlevade,94.3,0.943719,255.04,258.62,5.227667,4.9
MG,3136306,João Pinheiro,95.0,0.950347,241.27,244.93,4.77,4.5
MG,3136405,Joaquim Felício,75.9,0.746333,240.46,241.41,4.697833,3.5
MG,3136504,Jordânia,92.8,0.926519,220.0,224.48,4.074667,3.8
MG,3136520,José Gonçalves de Minas,95.5,0.952778,245.68,234.27,4.665833,4.4
MG,3136553,José Raydan,99.1,0.992327,254.53,249.42,5.065833,5.0
MG,3136579,Josenópolis,90.0,0.899837,226.11,230.09,4.27,3.8
MG,3136603,Nova União,91.5,0.915348,258.18,262.6,5.346333,4.9
MG,3136652,Juatuba,98.2,0.982655,249.22,251.71,5.0155,4.9
MG,3136702,Juiz de Fora,86.2,0.862748,246.93,252.72,4.994167,4.3
MG,3136801,Juramento,87.3,0.87186,232.6,235.01,4.460167,3.9
MG,3136900,Juruaia,94.2,0.943351,293.08,281.26,6.239,5.9
MG,3136959,Juvenília,95.8,0.956664,230.27,239.27,4.492333,4.3
MG,3137007,Ladainha,78.9,0.787468,218.43,220.48,3.981833,3.1
MG,3137106,Lagamar,95.3,0.955737,256.99,245.32,5.0385,4.8
MG,3137205,Lagoa da Prata,96.0,0.959897,263.5,261.94,5.424,5.2
MG,3137304,Lagoa dos Patos,95.0,0.948587,230.38,223.52,4.231667,4.0
MG,3137403,Lagoa Dourada,93.8,0.937055,275.57,269.4,5.7495,5.4
MG,3137502,Lagoa Formosa,91.5,0.915537,270.81,268.4,5.6535,5.2
MG,3137536,Lagoa Grande,95.3,0.95384,266.11,270.23,5.605667,5.3
MG,3137601,Lagoa Santa,88.0,0.879242,256.07,258.28,5.239167,4.6
MG,3137700,Lajinha,92.7,0.927241,251.88,254.16,5.100667,4.7
MG,3137809,Lambari,93.7,0.935533,272.12,275.46,5.793,5.4
MG,3137908,Lamim,92.1,0.922328,265.65,273.33,5.649667,5.2
MG,3138005,Laranjal,89.6,0.896222,,,,
MG,3138104,Lassance,91.9,0.917096,218.59,225.01,4.06,3.7
MG,3138203,Lavras,93.8,0.938635,250.71,248.41,4.985333,4.7
MG,3138302,Leandro Ferreira,100.0,1.0,249.18,242.53,4.861833,4.9
MG,3138351,Leme do Prado,96.8,0.967761,258.4,256.33,5.2455,5.1
MG,3138401,Leopoldina,92.1,0.92039,240.7,246.91,4.7935,4.4
MG,3138500,Liberdade,93.6,0.93564,266.89,261.2,5.468167,5.1
MG,3138609,Lima Duarte,85.1,0.850556,245.94,252.91,4.980833,4.2
MG,3138625,Limeira do Oeste,90.6,0.906087,253.48,253.1,5.109667,4.6
MG,3138658,Lontra,93.2,0.928234,250.75,254.62,5.0895,4.7
MG,3138674,Luisburgo,86.2,0.863125,265.3,269.86,5.586,4.8
MG,3138682,Luislândia,94.8,0.946714,233.15,237.18,4.5055,4.3
MG,3138708,Luminárias,92.0,0.91365,268.65,270.73,5.656333,5.2
MG,3138807,Luz,99.8,0.998493,231.37,241.85,4.553667,4.5
MG,3138906,Machacalis,95.7,0.957478,232.92,246.61,4.658833,4.5
MG,3139003,Machado,88.0,0.878967,257.89,258.01,5.265,4.6
MG,3139102,Madre de Deus de Minas,93.8,0.938842,240.6,247.23,4.797167,4.5
MG,3139201,Malacacheta,86.1,0.861329,249.53,244.54,4.901167,4.2
MG,3139250,Mamonas,99.6,0.996207,255.13,261.52,5.2775,5.3
MG,3139300,Manga,89.4,0.889829,223.64,229.68,4.222,3.8
MG,3139409,Manhuaçu,89.0,0.888878,250.73,251.74,5.041167,4.5
MG,3139508,Manhumirim,89.6,0.895413,247.32,248.94,4.937667,4.4
MG,3139607,Mantena,96.7,0.967568,251.38,253.94,5.088667,4.9
MG,3139706,Maravilhas,83.2,0.831652,239.17,235.89,4.584333,3.8
MG,3139805,Mar de Espanha,95.2,0.952452,256.78,259.95,5.278833,5.0
MG,3139904,Maria da Fé,96.1,0.960559,273.61,270.06,5.727833,5.5
MG,3140001,Mariana,81.1,0.811122,245.09,247.96,4.884167,4.0
MG,3140100,Marilac,94.6,0.949011,243.52,246.93,4.840833,4.6
MG,3140159,Mário Campos,82.9,0.829386,244.76,250.3,4.917667,4.1
MG,3140209,Maripá de Minas,91.8,0.918558,278.78,276.83,5.926833,5.4
MG,3140308,Marliéria,80.1,0.800479,261.06,264.5,5.426,4.3
MG,3140407,Marmelópolis,98.8,0.984752,269.0,254.52,5.392,5.3
MG,3140506,Martinho Campos,90.2,0.903149,255.35,263.41,5.312667,4.8
MG,3140530,Martins Soares,97.2,0.972625,252.28,263.03,5.255167,5.1
MG,3140555,Mata Verde,88.9,0.885096,239.97,243.98,4.7325,4.2
MG,3140605,Materlândia,98.1,0.978764,247.68,242.87,4.8425,4.7
MG,3140704,Mateus Leme,90.2,0.900604,247.95,249.46,4.956833,4.5
MG,3140803,Matias Barbosa,87.1,0.870289,,,,
MG,3140852,Matias Cardoso,92.9,0.928373,225.54,227.2,4.212333,3.9
MG,3140902,Matipó,94.4,0.943532,238.46,239.39,4.630833,4.4
MG,3141009,Mato Verde,100.0,1.0,262.95,256.29,5.320667,5.3
MG,3141108,Matozinhos,89.2,0.891302,248.83,251.63,5.007667,4.5
MG,3141207,Matutina,89.6,0.89507,259.4,252.2,5.193333,4.6
MG,3141306,Medeiros,98.0,0.981264,247.28,244.36,4.860667,4.8
MG,3141405,Medina,92.4,0.923599,235.7,232.84,4.475667,4.1
MG,3141504,Mendes Pimentel,98.8,0.986776,256.34,264.86,5.353333,5.3
MG,3141603,Mercês,84.5,0.842628,246.78,248.11,4.914833,4.1
MG,3141702,Mesquita,96.2,0.959659,237.29,242.52,4.6635,4.5
MG,3141801,Minas Novas,94.7,0.946835,257.09,253.93,5.183667,4.9
MG,3141900,Minduri,99.5,0.99389,256.39,271.25,5.460667,5.4
MG,3142007,Mirabela,96.9,0.969128,234.92,245.33,4.670833,4.5
MG,3142106,Miradouro,95.7,0.95863,268.4,265.34,5.562333,5.3
MG,3142205,Miraí,94.8,0.948292,252.95,250.15,5.051667,4.8
MG,3142254,Miravânia,90.4,0.899815,241.72,249.45,4.852833,4.4
MG,3142304,Moeda,87.8,0.857156,235.0,238.83,4.563833,3.9
MG,3142403,Moema,96.8,0.965487,274.38,274.47,5.814167,5.6
MG,3142502,Monjolos,100.0,1.0,239.85,233.82,4.561167,4.6
MG,3142601,Monsenhor Paulo,98.3,0.982932,256.05,265.11,5.352667,5.3
MG,3142700,Montalvânia,95.7,0.956458,239.09,244.04,4.718833,4.5
MG,3142809,Monte Alegre de Minas,93.0,0.930931,245.65,249.46,4.9185,4.6
MG,3142908,Monte Azul,99.9,0.998745,246.06,245.8,4.864333,4.9
MG,3143005,Monte Belo,89.1,0.892703,257.29,266.19,5.391333,4.8
MG,3143104,Monte Carmelo,97.1,0.970885,261.08,262.28,5.389333,5.2
MG,3143153,Monte Formoso,93.5,0.933376,232.97,225.6,4.3095,4.0
MG,3143203,Monte Santo de Minas,93.5,0.935081,254.14,257.55,5.194833,4.9
MG,3143302,Montes Claros,95.8,0.958234,253.09,259.03,5.202,5.0
MG,3143401,Monte Sião,91.4,0.906801,260.46,255.13,5.259833,4.8
MG,3143450,Montezuma,93.8,0.936016,253.81,254.79,5.143333,4.8
MG,3143500,Morada Nova de Minas,87.5,0.875759,252.94,256.4,5.155667,4.5
MG,3143609,Morro da Garça,92.3,0.922185,242.69,238.87,4.692667,4.3
MG,3143708,Morro do Pilar,97.8,0.976474,226.01,220.65,4.111,4.0
MG,3143807,Munhoz,89.7,0.896291,241.62,241.6,4.720333,4.2
MG,3143906,Muriaé,96.0,0.959432,262.98,266.15,5.4855,5.3
MG,3144003,Mutum,97.3,0.972748,262.87,265.43,5.471667,5.3
MG,3144102,Muzambinho,91.2,0.910605,263.52,261.02,5.409,4.9
MG,3144201,Nacip Raydan,97.5,0.973436,260.66,253.41,5.2345,5.1
MG,3144300,Nanuque,86.5,0.864067,243.1,248.08,4.853,4.2
MG,3144359,Naque,96.8,0.969091,234.89,243.05,4.632333,4.5
MG,3144375,Natalândia,99.5,0.995695,234.88,234.55,4.4905,4.5
MG,3144409,Natércia,97.5,0.978771,253.8,254.35,5.135833,5.0
MG,3144508,Nazareno,93.5,0.935189,230.19,237.73,4.465333,4.2
MG,3144607,Nepomuceno,90.9,0.909109,234.34,234.83,4.486167,4.1
MG,3144656,Ninheira,85.3,0.854671,251.12,254.03,5.085833,4.3
MG,3144672,Nova Belém,91.4,0.91555,241.3,244.62,4.765333,4.4
MG,3144706,Nova Era,97.9,0.978947,240.93,243.21,4.735667,4.6
MG,3144805,Nova Lima,85.8,0.859497,248.43,248.19,4.943667,4.2
MG,3144904,Nova Módica,90.3,0.905806,241.63,250.88,4.875167,4.4
MG,3145000,Nova Ponte,99.0,0.989681,274.66,274.62,5.821333,5.8
MG,3145059,Nova Porteirinha,94.2,0.94145,235.95,239.45,4.59,4.3
MG,3145109,Nova Resende,92.3,0.923502,269.35,264.56,5.565167,5.1
MG,3145208,Nova Serrana,98.8,0.987483,254.8,257.25,5.200833,5.1
MG,3145307,Novo Cruzeiro,91.1,0.910858,235.55,239.61,4.586,4.2
MG,3145356,Novo Oriente de Minas,85.0,0.849135,253.6,259.0,5.21,4.4
MG,3145372,Novorizonte,94.9,0.949338,244.54,244.12,4.811,4.6
MG,3145406,Olaria,81.4,0.807421,272.22,254.4,5.443667,4.4
MG,3145455,Olhos-d'Água,91.7,0.915576,246.43,234.69,4.685333,4.3
MG,3145505,Olímpio Noronha,90.6,0.905109,276.73,269.83,5.776,5.2
MG,3145604,Oliveira,97.7,0.976981,233.02,229.11,4.368833,4.3
MG,3145703,Oliveira Fortes,100.0,1.0,271.45,260.36,5.530167,5.5
MG,3145802,Onça de Pitangui,97.8,0.977667,240.99,257.91,4.981667,4.9
MG,3145851,Oratórios,81.9,0.822453,255.08,263.09,5.302833,4.4
MG,3145877,Orizânia,93.2,0.930785,,,,
MG,3145901,Ouro Branco,80.6,0.806796,280.0,281.16,6.019333,4.9
MG,3146008,Ouro Fino,98.7,0.987941,260.95,265.55,5.441667,5.4
MG,3146107,Ouro Preto,90.4,0.903244,250.98,253.19,5.0695,4.6
MG,3146206,Ouro Verde de Minas,88.4,0.883748,241.61,246.38,4.799833,4.2
MG,3146255,Padre Carvalho,93.4,0.935888,229.33,236.5,4.4305,4.1
